permno,date,tsymbol,comnam,prc,ret,vol,shrout
84262,2018-04-30,STLD,STEEL DYNAMICS INC,44.81,0.013342,482743.0,236096.0
84262,2018-05-31,STLD,STEEL DYNAMICS INC,49.43,0.103102,423243.0,235934.0
84262,2018-06-29,STLD,STEEL DYNAMICS INC,45.95,-0.066609,497092.0,235096.0
84262,2018-07-31,STLD,STEEL DYNAMICS INC,47.09,0.024810,338104.0,235096.0
84262,2018-08-31,STLD,STEEL DYNAMICS INC,45.73,-0.028881,406950.0,234786.0
84262,2018-09-28,STLD,STEEL DYNAMICS INC,45.19,-0.007708,419172.0,233422.0
84262,2018-10-31,STLD,STEEL DYNAMICS INC,39.6,-0.123700,769830.0,233422.0
84262,2018-11-30,STLD,STEEL DYNAMICS INC,35.2,-0.111111,486079.0,229552.0
84262,2018-12-31,STLD,STEEL DYNAMICS INC,30.04,-0.141264,620015.0,225272.0
84262,2019-01-31,STLD,STEEL DYNAMICS INC,36.59,0.218043,503075.0,225272.0
84262,2019-02-28,STLD,STEEL DYNAMICS INC,37.32,0.019951,392893.0,224105.0
84262,2019-03-29,STLD,STEEL DYNAMICS INC,35.27,-0.048499,413303.0,222931.0
84262,2019-04-30,STLD,STEEL DYNAMICS INC,31.68,-0.101786,456355.0,222931.0
84262,2019-05-31,STLD,STEEL DYNAMICS INC,25.15,-0.206124,516501.0,222245.0
84262,2019-06-28,STLD,STEEL DYNAMICS INC,30.2,0.210338,747914.0,219798.0
84262,2019-07-31,STLD,STEEL DYNAMICS INC,31.51,0.043377,543179.0,219798.0
84262,2019-08-30,STLD,STEEL DYNAMICS INC,27.0,-0.143129,446482.0,219613.0
84262,2019-09-30,STLD,STEEL DYNAMICS INC,29.8,0.112593,488068.0,215741.0
84262,2019-10-31,STLD,STEEL DYNAMICS INC,30.36,0.018792,466356.0,215452.0
84262,2019-11-29,STLD,STEEL DYNAMICS INC,33.73,0.111001,374937.0,215452.0
84262,2019-12-31,STLD,STEEL DYNAMICS INC,34.04,0.016306,396516.0,214503.0
84262,2020-01-31,STLD,STEEL DYNAMICS INC,29.88,-0.122209,450704.0,214503.0
84262,2020-02-28,STLD,STEEL DYNAMICS INC,26.63,-0.108768,414121.0,213554.0
84262,2020-03-31,STLD,STEEL DYNAMICS INC,22.54,-0.144198,813015.0,210339.0
84262,2020-04-30,STLD,STEEL DYNAMICS INC,24.27,0.076752,482288.0,210339.0
84262,2020-05-29,STLD,STEEL DYNAMICS INC,26.56,0.094355,410970.0,210332.0
84262,2020-06-30,STLD,STEEL DYNAMICS INC,26.09,-0.008283,459046.0,210365.0
84262,2020-07-31,STLD,STEEL DYNAMICS INC,27.41,0.050594,369309.0,210365.0
84262,2020-08-31,STLD,STEEL DYNAMICS INC,29.52,0.076979,272788.0,210365.0
84262,2020-09-30,STLD,STEEL DYNAMICS INC,28.63,-0.021680,408892.0,210366.0
84262,2020-10-30,STLD,STEEL DYNAMICS INC,31.48,0.099546,435824.0,210366.0
84262,2020-11-30,STLD,STEEL DYNAMICS INC,36.21,0.150254,374905.0,210366.0
84262,2020-12-31,STLD,STEEL DYNAMICS INC,36.87,0.025131,367787.0,210914.0
84262,2021-01-29,STLD,STEEL DYNAMICS INC,34.27,-0.070518,442913.0,210914.0
84262,2021-02-26,STLD,STEEL DYNAMICS INC,41.58,0.213306,313856.0,211005.0
84262,2021-03-31,STLD,STEEL DYNAMICS INC,50.76,0.227032,648892.0,211219.0
84262,2021-04-30,STLD,STEEL DYNAMICS INC,54.22,0.068164,439952.0,211219.0
84262,2021-05-28,STLD,STEEL DYNAMICS INC,62.43,0.151420,560428.0,211219.0
84262,2021-06-30,STLD,STEEL DYNAMICS INC,59.6,-0.041166,488404.0,205307.0
84262,2021-07-30,STLD,STEEL DYNAMICS INC,64.45,0.081376,432537.0,204114.0
84262,2021-08-31,STLD,STEEL DYNAMICS INC,67.49,0.047168,429189.0,204114.0
84262,2021-09-30,STLD,STEEL DYNAMICS INC,58.48,-0.129649,469766.0,199779.0
84262,2021-10-29,STLD,STEEL DYNAMICS INC,66.08,0.129959,418044.0,198451.0
84262,2021-11-30,STLD,STEEL DYNAMICS INC,59.8,-0.095036,357812.0,198451.0
84262,2021-12-31,STLD,STEEL DYNAMICS INC,62.07,0.042308,371819.0,194998.0
84262,2022-01-31,STLD,STEEL DYNAMICS INC,55.52,-0.105526,521352.0,194998.0
84262,2022-02-28,STLD,STEEL DYNAMICS INC,70.58,0.271254,402088.0,191299.0
84262,2022-03-31,STLD,STEEL DYNAMICS INC,83.43,0.186880,615437.0,189247.0
84262,2022-04-29,STLD,STEEL DYNAMICS INC,85.75,0.027808,414645.0,188690.0
84262,2022-05-31,STLD,STEEL DYNAMICS INC,85.38,-0.004315,498053.0,188690.0
84262,2022-06-30,STLD,STEEL DYNAMICS INC,66.15,-0.221246,462768.0,182611.0
84262,2022-07-29,STLD,STEEL DYNAMICS INC,77.88,0.177324,359382.0,182611.0
84262,2022-08-31,STLD,STEEL DYNAMICS INC,80.72,0.036466,354684.0,182611.0
84262,2022-09-30,STLD,STEEL DYNAMICS INC,70.95,-0.116824,382802.0,176564.0
84262,2022-10-31,STLD,STEEL DYNAMICS INC,94.05,0.325581,386615.0,175571.0
84262,2022-11-30,STLD,STEEL DYNAMICS INC,103.93,0.105050,303565.0,175571.0
84262,2022-12-30,STLD,STEEL DYNAMICS INC,97.7,-0.056673,789949.0,172936.0
84262,2023-01-31,STLD,STEEL DYNAMICS INC,120.64,0.234800,353355.0,172936.0
84262,2023-02-28,STLD,STEEL DYNAMICS INC,126.11,0.045342,295630.0,171578.0
84262,2023-03-31,STLD,STEEL DYNAMICS INC,113.06,-0.100111,510645.0,170170.0
84262,2023-04-28,STLD,STEEL DYNAMICS INC,103.95,-0.080577,336311.0,169034.0
84262,2023-05-31,STLD,STEEL DYNAMICS INC,91.9,-0.115921,350192.0,169034.0
84262,2023-06-30,STLD,STEEL DYNAMICS INC,108.93,0.189935,363475.0,166383.0
84262,2023-07-31,STLD,STEEL DYNAMICS INC,106.58,-0.021573,241895.0,165644.0
84262,2023-08-31,STLD,STEEL DYNAMICS INC,106.59,0.000094,276975.0,165644.0
84262,2023-09-29,STLD,STEEL DYNAMICS INC,107.22,0.009898,289354.0,163489.0
84262,2023-10-31,STLD,STEEL DYNAMICS INC,106.51,-0.006622,304852.0,163489.0
84262,2023-11-30,STLD,STEEL DYNAMICS INC,119.13,0.118486,237178.0,161816.0
84262,2023-12-29,STLD,STEEL DYNAMICS INC,118.1,-0.005078,279753.0,160018.0
84262,2024-01-31,STLD,STEEL DYNAMICS INC,120.69,0.021931,283052.0,160018.0
84262,2024-02-29,STLD,STEEL DYNAMICS INC,133.82001,0.108791,226046.0,160018.0
84262,2024-03-28,STLD,STEEL DYNAMICS INC,148.23,0.111119,230907.0,157879.0
84262,2024-04-30,STLD,STEEL DYNAMICS INC,130.12,-0.122175,243295.0,157879.0
84262,2024-05-31,STLD,STEEL DYNAMICS INC,133.87,0.028820,235682.0,157133.0
84262,2024-06-28,STLD,STEEL DYNAMICS INC,129.5,-0.029207,288511.0,155618.0
84262,2024-07-31,STLD,STEEL DYNAMICS INC,133.22,0.028726,279997.0,155618.0
84262,2024-08-30,STLD,STEEL DYNAMICS INC,119.51,-0.102912,238801.0,154303.0
84262,2024-09-30,STLD,STEEL DYNAMICS INC,126.08,0.058824,338214.0,153042.0
84262,2024-10-31,STLD,STEEL DYNAMICS INC,130.5,0.035057,257998.0,153042.0
84262,2024-11-29,STLD,STEEL DYNAMICS INC,145.27,0.113180,282202.0,152245.0
84262,2024-12-31,STLD,STEEL DYNAMICS INC,114.07,-0.211606,309368.0,152245.0
86580,2009-12-31,NVDA,NVIDIA CORP,18.68,0.430322,4118160.0,554900.0
86580,2010-01-29,NVDA,NVIDIA CORP,15.39,-0.176124,3245533.0,561466.0
86580,2010-02-26,NVDA,NVIDIA CORP,16.2,0.052632,3234744.0,561466.0
86580,2010-03-31,NVDA,NVIDIA CORP,17.4,0.074074,2958612.0,569017.0
86580,2010-04-30,NVDA,NVIDIA CORP,15.71,-0.097126,4301220.0,572200.0
86580,2010-05-28,NVDA,NVIDIA CORP,13.14,-0.163590,5229674.0,572200.0
86580,2010-06-30,NVDA,NVIDIA CORP,10.21,-0.222983,3444393.0,572200.0
86580,2010-07-30,NVDA,NVIDIA CORP,9.19,-0.099902,4824753.0,574000.0
86580,2010-08-31,NVDA,NVIDIA CORP,9.325,0.014690,4869847.0,574000.0
86580,2010-09-30,NVDA,NVIDIA CORP,11.682,0.252761,4401523.0,574000.0
86580,2010-10-29,NVDA,NVIDIA CORP,12.0205,0.028976,3970836.0,581000.0
86580,2010-11-30,NVDA,NVIDIA CORP,13.609,0.132149,3655382.0,581000.0
86580,2010-12-31,NVDA,NVIDIA CORP,15.4,0.131604,2820086.0,581000.0
86580,2011-01-31,NVDA,NVIDIA CORP,23.92,0.553247,8237747.0,588556.0
86580,2011-02-28,NVDA,NVIDIA CORP,22.66,-0.052676,6054030.0,588556.0
86580,2011-03-31,NVDA,NVIDIA CORP,18.46,-0.185349,6962759.0,595125.0
86580,2011-04-29,NVDA,NVIDIA CORP,20.0,0.083424,3864174.0,600288.0
86580,2011-05-31,NVDA,NVIDIA CORP,20.04,0.002000,4328987.0,600288.0
86580,2011-06-30,NVDA,NVIDIA CORP,15.935,-0.204840,4027177.0,600288.0
86580,2011-07-29,NVDA,NVIDIA CORP,13.83,-0.132099,3660300.0,603727.0
86580,2011-08-31,NVDA,NVIDIA CORP,13.31,-0.037599,5688139.0,603727.0
86580,2011-09-30,NVDA,NVIDIA CORP,12.51,-0.060105,5064943.0,603727.0
86580,2011-10-31,NVDA,NVIDIA CORP,14.8,0.183054,3758164.0,610653.0
86580,2011-11-30,NVDA,NVIDIA CORP,15.63,0.056081,4073543.0,610653.0
86580,2011-12-30,NVDA,NVIDIA CORP,13.86,-0.113244,2461085.0,610653.0
86580,2012-01-31,NVDA,NVIDIA CORP,14.77,0.065657,2921392.0,612191.0
86580,2012-02-29,NVDA,NVIDIA CORP,15.15,0.025728,3291760.0,612191.0
86580,2012-03-30,NVDA,NVIDIA CORP,15.395,0.016172,2599438.0,616028.0
86580,2012-04-30,NVDA,NVIDIA CORP,13.0,-0.155570,2388012.0,618804.0
86580,2012-05-31,NVDA,NVIDIA CORP,12.43,-0.043846,2847775.0,618804.0
86580,2012-06-29,NVDA,NVIDIA CORP,13.82,0.111826,2879105.0,618804.0
86580,2012-07-31,NVDA,NVIDIA CORP,13.54,-0.020260,2125022.0,619476.0
86580,2012-08-31,NVDA,NVIDIA CORP,14.03,0.036189,2474634.0,619476.0
86580,2012-09-28,NVDA,NVIDIA CORP,13.34,-0.049180,2178650.0,619476.0
86580,2012-10-31,NVDA,NVIDIA CORP,11.975,-0.102324,2024582.0,624851.0
86580,2012-11-30,NVDA,NVIDIA CORP,11.97,0.005846,2447008.0,624851.0
86580,2012-12-31,NVDA,NVIDIA CORP,12.26,0.024227,1982528.0,624851.0
86580,2013-01-31,NVDA,NVIDIA CORP,12.26,0.000000,2285770.0,616756.0
86580,2013-02-28,NVDA,NVIDIA CORP,12.66,0.038744,2460540.0,616756.0
86580,2013-03-28,NVDA,NVIDIA CORP,12.83,0.013428,1643415.0,615980.0
86580,2013-04-30,NVDA,NVIDIA CORP,13.77,0.073266,2333234.0,577916.0
86580,2013-05-31,NVDA,NVIDIA CORP,14.47,0.056282,2066907.0,577916.0
86580,2013-06-28,NVDA,NVIDIA CORP,14.04,-0.029717,2318002.0,577916.0
86580,2013-07-31,NVDA,NVIDIA CORP,14.435,0.028134,1306213.0,578598.0
86580,2013-08-30,NVDA,NVIDIA CORP,14.75,0.027018,1955945.0,578598.0
86580,2013-09-30,NVDA,NVIDIA CORP,15.56,0.054915,1198504.0,578598.0
86580,2013-10-31,NVDA,NVIDIA CORP,15.189,-0.023843,1437231.0,568536.0
86580,2013-11-29,NVDA,NVIDIA CORP,15.6,0.032655,1656454.0,568536.0
86580,2013-12-31,NVDA,NVIDIA CORP,16.02,0.026923,1523935.0,568536.0
86580,2014-01-31,NVDA,NVIDIA CORP,15.7,-0.019975,1340261.0,567997.0
86580,2014-02-28,NVDA,NVIDIA CORP,18.38,0.176115,1931455.0,567997.0
86580,2014-03-31,NVDA,NVIDIA CORP,17.91,-0.025571,1804262.0,554241.0
86580,2014-04-30,NVDA,NVIDIA CORP,18.47,0.031267,1734677.0,557966.0
86580,2014-05-30,NVDA,NVIDIA CORP,19.0,0.033297,1403444.0,557966.0
86580,2014-06-30,NVDA,NVIDIA CORP,18.54,-0.024210,1319357.0,557966.0
86580,2014-07-31,NVDA,NVIDIA CORP,17.5,-0.056095,1567362.0,541915.0
86580,2014-08-29,NVDA,NVIDIA CORP,19.45,0.116286,1520842.0,541915.0
86580,2014-09-30,NVDA,NVIDIA CORP,18.45,-0.051414,1378118.0,541915.0
86580,2014-10-31,NVDA,NVIDIA CORP,19.54,0.059079,1651987.0,543537.0
86580,2014-11-28,NVDA,NVIDIA CORP,20.97,0.077533,1160917.0,543537.0
86580,2014-12-31,NVDA,NVIDIA CORP,20.05,-0.043872,1064864.0,543537.0
86580,2015-01-30,NVDA,NVIDIA CORP,19.205,-0.042145,1035142.0,544913.0
86580,2015-02-27,NVDA,NVIDIA CORP,22.06,0.153085,1048203.0,544913.0
86580,2015-03-31,NVDA,NVIDIA CORP,20.925,-0.051451,1827666.0,549840.0
86580,2015-04-30,NVDA,NVIDIA CORP,22.195,0.060693,1418360.0,538000.0
86580,2015-05-29,NVDA,NVIDIA CORP,22.13,0.001464,1755875.0,538000.0
86580,2015-06-30,NVDA,NVIDIA CORP,20.11,-0.091279,1833503.0,538000.0
86580,2015-07-31,NVDA,NVIDIA CORP,19.95,-0.007956,1370130.0,539000.0
86580,2015-08-31,NVDA,NVIDIA CORP,22.48,0.131704,2368589.0,539000.0
86580,2015-09-30,NVDA,NVIDIA CORP,24.65,0.096530,1620109.0,539000.0
86580,2015-10-30,NVDA,NVIDIA CORP,28.37,0.150913,2012114.0,538000.0
86580,2015-11-30,NVDA,NVIDIA CORP,31.72,0.122136,1836307.0,538000.0
86580,2015-12-31,NVDA,NVIDIA CORP,32.96,0.039092,1406571.0,538000.0
86580,2016-01-29,NVDA,NVIDIA CORP,29.29,-0.111347,2034769.0,538513.0
86580,2016-02-29,NVDA,NVIDIA CORP,31.36,0.074599,2253808.0,538513.0
86580,2016-03-31,NVDA,NVIDIA CORP,35.63,0.136161,1643470.0,542000.0
86580,2016-04-29,NVDA,NVIDIA CORP,35.53,-0.002807,1683568.0,534000.0
86580,2016-05-31,NVDA,NVIDIA CORP,46.72,0.318182,2587723.0,534000.0
86580,2016-06-30,NVDA,NVIDIA CORP,47.01,0.006207,2050186.0,534000.0
86580,2016-07-29,NVDA,NVIDIA CORP,57.1,0.214635,1802525.0,535000.0
86580,2016-08-31,NVDA,NVIDIA CORP,61.34,0.076270,2327791.0,535000.0
86580,2016-09-30,NVDA,NVIDIA CORP,68.52,0.117052,2166678.0,535000.0
86580,2016-10-31,NVDA,NVIDIA CORP,71.16,0.038529,1638028.0,539000.0
86580,2016-11-30,NVDA,NVIDIA CORP,92.2,0.297639,3192714.0,539000.0
86580,2016-12-30,NVDA,NVIDIA CORP,106.74,0.157701,4520640.0,539000.0
86580,2017-01-31,NVDA,NVIDIA CORP,109.18,0.022859,3349664.0,585000.0
86580,2017-02-28,NVDA,NVIDIA CORP,101.48,-0.069243,3551919.0,589000.0
86580,2017-03-31,NVDA,NVIDIA CORP,108.93,0.073413,3572460.0,566519.0
86580,2017-04-28,NVDA,NVIDIA CORP,104.3,-0.042504,2399543.0,595000.0
86580,2017-05-31,NVDA,NVIDIA CORP,144.35001,0.385331,4804417.0,595000.0
86580,2017-06-30,NVDA,NVIDIA CORP,144.56,0.001455,5861751.0,595000.0
86580,2017-07-31,NVDA,NVIDIA CORP,162.50999,0.124170,3873579.0,600000.0
86580,2017-08-31,NVDA,NVIDIA CORP,169.44,0.043505,3683307.0,600000.0
86580,2017-09-29,NVDA,NVIDIA CORP,178.77,0.055064,3614309.0,600000.0
86580,2017-10-31,NVDA,NVIDIA CORP,206.81,0.156850,2855819.0,606000.0
86580,2017-11-30,NVDA,NVIDIA CORP,200.71001,-0.028770,2970132.0,606000.0
86580,2017-12-29,NVDA,NVIDIA CORP,193.5,-0.035923,2528164.0,606000.0
86580,2018-01-31,NVDA,NVIDIA CORP,245.8,0.270284,2864272.0,606215.0
86580,2018-02-28,NVDA,NVIDIA CORP,242.0,-0.014849,3720215.0,605000.0
86580,2018-03-29,NVDA,NVIDIA CORP,231.59,-0.043017,3547079.0,605000.0
86580,2018-04-30,NVDA,NVIDIA CORP,224.89999,-0.028887,2786544.0,607000.0
86580,2018-05-31,NVDA,NVIDIA CORP,252.19,0.122010,2998722.0,607000.0
86580,2018-06-29,NVDA,NVIDIA CORP,236.89999,-0.060629,2196523.0,607000.0
86580,2018-07-31,NVDA,NVIDIA CORP,244.86,0.033601,1577629.0,608000.0
86580,2018-08-31,NVDA,NVIDIA CORP,280.67999,0.146900,2730018.0,608000.0
86580,2018-09-28,NVDA,NVIDIA CORP,281.01999,0.001211,1584933.0,608000.0
86580,2018-10-31,NVDA,NVIDIA CORP,210.83,-0.249769,3245023.0,610000.0
86580,2018-11-30,NVDA,NVIDIA CORP,163.42999,-0.224067,4049666.0,610000.0
86580,2018-12-31,NVDA,NVIDIA CORP,133.5,-0.183136,3112856.0,610000.0
86580,2019-01-31,NVDA,NVIDIA CORP,143.75,0.076779,4217646.0,610000.0
86580,2019-02-28,NVDA,NVIDIA CORP,154.25999,0.074226,2860765.0,606000.0
86580,2019-03-29,NVDA,NVIDIA CORP,179.56,0.164009,3017167.0,606000.0
86580,2019-04-30,NVDA,NVIDIA CORP,181.0,0.008020,2363511.0,609000.0
86580,2019-05-31,NVDA,NVIDIA CORP,135.46001,-0.250718,2794895.0,609000.0
86580,2019-06-28,NVDA,NVIDIA CORP,164.23,0.212387,2056951.0,609000.0
86580,2019-07-31,NVDA,NVIDIA CORP,168.72,0.027340,2104278.0,609000.0
86580,2019-08-30,NVDA,NVIDIA CORP,167.50999,-0.006223,2392428.0,609000.0
86580,2019-09-30,NVDA,NVIDIA CORP,174.07001,0.039162,1601226.0,609000.0
86580,2019-10-31,NVDA,NVIDIA CORP,201.02,0.154823,1951366.0,612000.0
86580,2019-11-29,NVDA,NVIDIA CORP,216.74001,0.078997,1834107.0,612000.0
86580,2019-12-31,NVDA,NVIDIA CORP,235.3,0.085633,1639520.0,612000.0
86580,2020-01-31,NVDA,NVIDIA CORP,236.42999,0.004802,1530289.0,612000.0
86580,2020-02-28,NVDA,NVIDIA CORP,270.07001,0.142960,2956454.0,612000.0
86580,2020-03-31,NVDA,NVIDIA CORP,263.60001,-0.023957,3937008.0,615108.0
86580,2020-04-30,NVDA,NVIDIA CORP,292.28,0.108801,2818295.0,615000.0
86580,2020-05-29,NVDA,NVIDIA CORP,355.01999,0.214657,3132848.0,615000.0
86580,2020-06-30,NVDA,NVIDIA CORP,379.91,0.070559,2423478.0,615000.0
86580,2020-07-31,NVDA,NVIDIA CORP,424.59,0.117607,2022348.0,617000.0
86580,2020-08-31,NVDA,NVIDIA CORP,534.97998,0.259992,2411113.0,617000.0
86580,2020-09-30,NVDA,NVIDIA CORP,541.21997,0.011963,3956426.0,617000.0
86580,2020-10-30,NVDA,NVIDIA CORP,501.35999,-0.073648,2000696.0,619000.0
86580,2020-11-30,NVDA,NVIDIA CORP,536.06,0.069212,1896177.0,619000.0
86580,2020-12-31,NVDA,NVIDIA CORP,522.20001,-0.025557,1276936.0,619000.0
86580,2021-01-29,NVDA,NVIDIA CORP,519.59003,-0.004998,1532575.0,620000.0
86580,2021-02-26,NVDA,NVIDIA CORP,548.58002,0.055794,1666380.0,620000.0
86580,2021-03-31,NVDA,NVIDIA CORP,533.92999,-0.026414,1906338.0,622345.0
86580,2021-04-30,NVDA,NVIDIA CORP,600.38,0.124455,1675421.0,623000.0
86580,2021-05-28,NVDA,NVIDIA CORP,649.78003,0.082281,1760518.0,623000.0
86580,2021-06-30,NVDA,NVIDIA CORP,800.09998,0.231586,2562882.0,623000.0
86580,2021-07-30,NVDA,NVIDIA CORP,194.99001,-0.025172,3711893.0,2500000.0
86580,2021-08-31,NVDA,NVIDIA CORP,223.85001,0.148213,6403341.0,2500000.0
86580,2021-09-30,NVDA,NVIDIA CORP,207.16,-0.074559,4992551.0,2500000.0
86580,2021-10-29,NVDA,NVIDIA CORP,255.67,0.234167,4963403.0,2502000.0
86580,2021-11-30,NVDA,NVIDIA CORP,326.76001,0.278054,10785582.0,2500000.0
86580,2021-12-31,NVDA,NVIDIA CORP,294.10999,-0.099798,11041329.0,2500000.0
86580,2022-01-31,NVDA,NVIDIA CORP,244.86,-0.167454,10660409.0,2506000.0
86580,2022-02-28,NVDA,NVIDIA CORP,243.85001,-0.004125,10588623.0,2506000.0
86580,2022-03-31,NVDA,NVIDIA CORP,272.85999,0.119131,11621613.0,2503959.0
86580,2022-04-29,NVDA,NVIDIA CORP,185.47,-0.320274,11093061.0,2500000.0
86580,2022-05-31,NVDA,NVIDIA CORP,186.72,0.006740,13804449.0,2500000.0
86580,2022-06-30,NVDA,NVIDIA CORP,151.59,-0.187928,10560406.0,2500000.0
86580,2022-07-29,NVDA,NVIDIA CORP,181.63,0.198166,10557209.0,2489000.0
86580,2022-08-31,NVDA,NVIDIA CORP,150.94,-0.168970,12062457.0,2490000.0
86580,2022-09-30,NVDA,NVIDIA CORP,121.39,-0.195508,13120969.0,2490000.0
86580,2022-10-31,NVDA,NVIDIA CORP,134.97,0.111871,12538222.0,2460000.0
86580,2022-11-30,NVDA,NVIDIA CORP,169.23,0.254131,10587972.0,2460000.0
86580,2022-12-30,NVDA,NVIDIA CORP,146.14,-0.136442,8945747.0,2460000.0
86580,2023-01-31,NVDA,NVIDIA CORP,195.37,0.336869,9444060.0,2466000.0
86580,2023-02-28,NVDA,NVIDIA CORP,232.16,0.188309,10377963.0,2470000.0
86580,2023-03-31,NVDA,NVIDIA CORP,277.76999,0.196632,11244508.0,2470000.0
86580,2023-04-28,NVDA,NVIDIA CORP,277.48999,-0.001008,7426880.0,2470000.0
86580,2023-05-31,NVDA,NVIDIA CORP,378.34,0.363437,11672209.0,2470000.0
86580,2023-06-30,NVDA,NVIDIA CORP,423.01999,0.118201,10502739.0,2470000.0
86580,2023-07-31,NVDA,NVIDIA CORP,467.29001,0.104652,8685162.0,2470000.0
86580,2023-08-31,NVDA,NVIDIA CORP,493.54999,0.056196,13596091.0,2470000.0
86580,2023-09-29,NVDA,NVIDIA CORP,434.98999,-0.118570,8556380.0,2470000.0
86580,2023-10-31,NVDA,NVIDIA CORP,407.79999,-0.062507,10118980.0,2466000.0
86580,2023-11-30,NVDA,NVIDIA CORP,467.70001,0.146886,9083078.0,2470000.0
86580,2023-12-29,NVDA,NVIDIA CORP,495.22,0.058927,7364389.0,2470000.0
86580,2024-01-31,NVDA,NVIDIA CORP,615.27002,0.242418,9656674.0,2464000.0
86580,2024-02-29,NVDA,NVIDIA CORP,791.12,0.285809,10998703.0,2500000.0
86580,2024-03-28,NVDA,NVIDIA CORP,903.56,0.142178,12058409.0,2463727.0
86580,2024-04-30,NVDA,NVIDIA CORP,864.02002,-0.043760,10005538.0,2459834.0
86580,2024-05-31,NVDA,NVIDIA CORP,1096.32996,0.268871,9583564.0,2459834.0
86580,2024-06-28,NVDA,NVIDIA CORP,123.54,0.126942,52079142.0,24568840.0
86580,2024-06-28,NVDA,NVIDIA CORP,123.54,0.126942,52079142.0,24568840.0
86580,2024-07-31,NVDA,NVIDIA CORP,117.02,-0.052776,63631317.0,24562000.0
86580,2024-08-30,NVDA,NVIDIA CORP,119.37,0.020082,80756836.0,24530000.0
86580,2024-09-30,NVDA,NVIDIA CORP,121.44,0.017425,62413372.0,24530000.0
86580,2024-10-31,NVDA,NVIDIA CORP,132.75999,0.093215,56028888.0,24508000.0
86580,2024-11-29,NVDA,NVIDIA CORP,138.25,0.041353,44805933.0,24490000.0
86580,2024-12-31,NVDA,NVIDIA CORP,134.28999,-0.028571,40668055.0,24490000.0
